"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"PWY-6863: pyruvate fermentation to hexanol (engineered)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.455196848775146	-0.0597419706712674	0.38217963977826	0.190828082697512	0.537282951284256	0.345240808249015	0.568862695410309	NA	"abundance"	65	26
"PWY-3001: superpathway of L-isoleucine biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0428004268043604	-0.0597419706712674	0.0734673188045912	0.191762848790171	0.538173156282094	0.34675270740422	0.569197840455985	NA	"abundance"	65	58
"PWY-6060: malonate degradation II (biotin-dependent)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.903517623635249	-0.0597419706712674	0.6307573392381	0.192425433112396	0.538296227677765	0.100787818552401	0.520349996941037	NA	"abundance"	65	29
"PWY0-1297: superpathway of purine deoxyribonucleosides degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.10454026657854	-0.0597419706712674	0.122980618446522	0.194986992749182	0.543713729781373	0.14805021793875	0.520349996941037	NA	"abundance"	65	58
"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.276205061628737	-0.0597419706712674	0.256086227130966	0.19715023544699	0.547112066325875	0.276658957116807	0.520349996941037	NA	"abundance"	65	57
"PWY-3781: aerobic respiration I (cytochrome c)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.716082524630544	0	0.555614392395	0.197463435432557	0.547112066325875	0.355935062532286	0.582074256396784	NA	"prevalence"	65	45
"PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.60487058570874	-0.0597419706712674	0.511165812921818	0.200593637307388	0.554020522087072	0.360949467286568	0.588063738837667	NA	"abundance"	65	45
"PWY-4321: L-glutamate degradation IV"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.522195990970801	-0.0597419706712674	0.449183239918009	0.202008834536276	0.555583531109901	0.363210099841848	0.588451303164519	NA	"abundance"	65	47
"PWY-I9: L-cysteine biosynthesis VI (from L-methionine)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.223032963465472	-0.0597419706712674	0.218080469171434	0.202436757887171	0.555583531109901	0.363892874830473	0.588451303164519	NA	"abundance"	65	56
"PWY0-41: allantoin degradation IV (anaerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	1.10621582906015	-0.0597419706712674	0.893412971688815	0.20526809497115	0.561582523977674	0.368401199129214	0.593535265263734	NA	"abundance"	65	24
"PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0345767199266597	-0.0597419706712674	0.0698901295029869	0.207398516628292	0.561709300047928	0.276659136695857	0.520349996941037	NA	"abundance"	65	57
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.039693074357409	-0.0597419706712674	0.0739996968199124	0.208542648178714	0.561709300047928	0.276659136695857	0.520349996941037	NA	"abundance"	65	57
"PWY-5850: superpathway of menaquinol-6 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.790139602442884	0	0.62808521802111	0.208386920616714	0.561709300047928	0.373348732549312	0.593606554770376	NA	"prevalence"	65	52
"PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.790139602442884	0	0.62808521802111	0.208386920616714	0.561709300047928	0.373348732549312	0.593606554770376	NA	"prevalence"	65	52
"PWY-5896: superpathway of menaquinol-10 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.790139602442884	0	0.62808521802111	0.208386920616714	0.561709300047928	0.373348732549312	0.593606554770376	NA	"prevalence"	65	52
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0650201313799529	-0.0597419706712674	0.0960301892898256	0.214457886248319	0.561983015168789	0.288482301350024	0.520349996941037	NA	"abundance"	65	59
"PWY-5695: inosine 5'-phosphate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0611350116018279	-0.0597419706712674	0.0931185368363692	0.21369199233097	0.561983015168789	0.1559672386901	0.520349996941037	NA	"abundance"	65	60
"PWY-6317: D-galactose degradation I (Leloir pathway)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.062475596679993	-0.0597419706712674	0.0938150805770678	0.210799940869205	0.561983015168789	0.377163266667949	0.593606554770376	NA	"abundance"	65	60
"PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.751345427746494	-0.0597419706712674	0.635066780763327	0.210328918274074	0.561983015168789	0.376419582685806	0.593606554770376	NA	"abundance"	65	36
"PWY-5005: biotin biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.650844815242171	0	0.523656733193366	0.213910413534924	0.561983015168789	0.382063162051166	0.593606554770376	NA	"prevalence"	65	40
"PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.65083890757879	0	0.523656183932214	0.213914090941586	0.561983015168789	0.382068943579808	0.593606554770376	NA	"prevalence"	65	40
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.650819121618184	0	0.523656720604348	0.213928486385863	0.561983015168789	0.38209157548438	0.593606554770376	NA	"prevalence"	65	40
"PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.650819121618184	0	0.523656720604348	0.213928486385863	0.561983015168789	0.38209157548438	0.593606554770376	NA	"prevalence"	65	40
"PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.650841882363712	0	0.523656417851323	0.213912201872089	0.561983015168789	0.382065973634412	0.593606554770376	NA	"prevalence"	65	40
"PWY-5417: catechol degradation III (ortho-cleavage pathway)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-1.20574607491712	-0.0597419706712674	0.896987259871033	0.216721278656399	0.562904783529702	0.216449477487864	0.520349996941037	NA	"abundance"	65	21
"PWY-5431: aromatic compounds degradation via &beta;-ketoadipate"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-1.20574607491712	-0.0597419706712674	0.896987259871033	0.216750692508563	0.562904783529702	0.216449477487864	0.520349996941037	NA	"abundance"	65	21
"REDCITCYC: TCA cycle VI (Helicobacter)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.43854700702631	-0.0597419706712674	0.302029902742395	0.216308609793107	0.562904783529702	0.385827804915587	0.597277918641567	NA	"abundance"	65	54
"CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-1.13760626646804	-0.0597419706712674	0.876779294301633	0.233074617041385	0.566951879086526	0.318690031694287	0.541524077293027	NA	"abundance"	65	22
"PWY-6527: stachyose degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0802912520236973	-0.0597419706712674	0.11269585188683	0.228806205807259	0.566951879086526	0.405260131798605	0.599432130118737	NA	"abundance"	65	60
"PWY-6906: chitin derivatives degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.387711726165303	-0.0597419706712674	0.36606663743039	0.230807758643522	0.566951879086526	0.408343295836997	0.599432130118737	NA	"abundance"	65	36
"PWY-7235: superpathway of ubiquinol-6 biosynthesis (late decarboxylation)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.75661578165544	-0.0597419706712674	0.570287302942504	0.231587372557772	0.566951879086526	0.409542033987331	0.599432130118737	NA	"abundance"	65	32
"PWY-7560: methylerythritol phosphate pathway II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0491984800424696	-0.0597419706712674	0.0869003570815488	0.232992204376877	0.566951879086526	0.411699041453358	0.599432130118737	NA	"abundance"	65	58
"PWY-7873: D-erythronate degradation II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.92369203546899	-0.0597419706712674	0.79120847981916	0.222779592225878	0.566951879086526	0.395928437739427	0.599432130118737	NA	"abundance"	65	34
"PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.453969893744198	-0.0597419706712674	0.325264407188015	0.231401807042705	0.566951879086526	0.141024353027082	0.520349996941037	NA	"abundance"	65	56
"PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.453969893744198	-0.0597419706712674	0.325264407188015	0.23178562600982	0.566951879086526	0.141024353027082	0.520349996941037	NA	"abundance"	65	56
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571676208	0	0.669230980204559	0.235904115206118	0.566951879086526	0.416157478841054	0.599432130118737	NA	"prevalence"	65	54
"FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571740242	0	0.669230746816561	0.23590395178982	0.566951879086526	0.416157229109586	0.599432130118737	NA	"prevalence"	65	54
"GLUCARDEG-PWY: D-glucarate degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571846856	0	0.669230370568836	0.23590368834228	0.566951879086526	0.416156826511068	0.599432130118737	NA	"prevalence"	65	54
"HISDEG-PWY: L-histidine degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793256729017194	0	0.669231580062464	0.235889086970797	0.566951879086526	0.331864829624724	0.56028042553668	NA	"prevalence"	65	54
"HOMOSER-METSYN-PWY: L-methionine biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571740242	0	0.669230746816561	0.23590395178982	0.566951879086526	0.416157229109586	0.599432130118737	NA	"prevalence"	65	54
"MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571740242	0	0.669230746816561	0.23590395178982	0.566951879086526	0.416157229109586	0.599432130118737	NA	"prevalence"	65	54
"METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571740242	0	0.669230746816561	0.23590395178982	0.566951879086526	0.416157229109586	0.599432130118737	NA	"prevalence"	65	54
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571740242	0	0.669230746816561	0.23590395178982	0.566951879086526	0.416157229109586	0.599432130118737	NA	"prevalence"	65	54
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571676208	0	0.669230980204559	0.235904115206118	0.566951879086526	0.416157478841054	0.599432130118737	NA	"prevalence"	65	54
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571676208	0	0.669230980204559	0.235904115206118	0.566951879086526	0.416157478841054	0.599432130118737	NA	"prevalence"	65	54
"PWY-4321: L-glutamate degradation IV"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.694567278935087	0	0.572569735143808	0.225102985012829	0.566951879086526	0.363210099841848	0.588451303164519	NA	"prevalence"	65	47
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571740242	0	0.669230746816561	0.23590395178982	0.566951879086526	0.416157229109586	0.599432130118737	NA	"prevalence"	65	54
"PWY-5497: purine nucleobases degradation II (anaerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571676208	0	0.669230980204559	0.235904115206118	0.566951879086526	0.416157478841054	0.599432130118737	NA	"prevalence"	65	54
"PWY-6612: superpathway of tetrahydrofolate biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571740242	0	0.669230746816561	0.23590395178982	0.566951879086526	0.416157229109586	0.599432130118737	NA	"prevalence"	65	54
"PWY-7234: inosine-5'-phosphate biosynthesis III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571740242	0	0.669230746816561	0.23590395178982	0.566951879086526	0.416157229109586	0.599432130118737	NA	"prevalence"	65	54
"PWY-7356: thiamine diphosphate salvage IV (yeast)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571784574	0	0.669230107323515	0.235903504099475	0.566951879086526	0.41615654495254	0.599432130118737	NA	"prevalence"	65	54
"PWY0-781: aspartate superpathway"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571740242	0	0.669230746816561	0.23590395178982	0.566951879086526	0.416157229109586	0.599432130118737	NA	"prevalence"	65	54
"PWY66-409: superpathway of purine nucleotide salvage"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571740242	0	0.669230746816561	0.23590395178982	0.566951879086526	0.416157229109586	0.599432130118737	NA	"prevalence"	65	54
"REDCITCYC: TCA cycle VI (Helicobacter)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.793230571740242	0	0.669230746816561	0.23590395178982	0.566951879086526	0.385827804915587	0.597277918641567	NA	"prevalence"	65	54
"PWY-5667: CDP-diacylglycerol biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0915941234997179	-0.0597419706712674	0.125391007632208	0.240070263282525	0.570538808139911	0.422506795252509	0.602630634184678	NA	"abundance"	65	58
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0555743485215974	-0.0597419706712674	0.0942445132654377	0.240675566192353	0.570538808139911	0.1559672386901	0.520349996941037	NA	"abundance"	65	60
"PWY0-1319: CDP-diacylglycerol biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0915941234997179	-0.0597419706712674	0.125391007632208	0.239512684557097	0.570538808139911	0.421659043050446	0.602630634184678	NA	"abundance"	65	58
"PWY-5030: L-histidine degradation III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.661404846501468	0	0.563009415054807	0.240087970851138	0.570538808139911	0.339833149959278	0.566573419609016	NA	"prevalence"	65	47
"PWY-6749: CMP-legionaminate biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.661404846491341	0	0.563009741947571	0.240088243819811	0.570538808139911	0.422534122819142	0.602630634184678	NA	"prevalence"	65	47
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0634065260261535	-0.0597419706712674	0.101576795237719	0.244140880513118	0.577180885995686	0.1559672386901	0.520349996941037	NA	"abundance"	65	60
"PWY-5265: peptidoglycan biosynthesis II (staphylococci)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.375613052443621	-0.0597419706712674	0.378177025989259	0.256845480719196	0.579485696445406	0.0703129672914497	0.520349996941037	NA	"abundance"	65	44
"PWY-5686: UMP biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0818897657999707	-0.0597419706712674	0.121796061566395	0.257585313021006	0.579485696445406	0.155967736320117	0.520349996941037	NA	"abundance"	65	60
"PWY-5850: superpathway of menaquinol-6 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.453820012280246	-0.0597419706712674	0.33745366978875	0.249479165457666	0.579485696445406	0.373348732549312	0.593606554770376	NA	"abundance"	65	52
"PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.505183666451314	-0.0597419706712674	0.379253108836662	0.24627695101039	0.579485696445406	0.373348732549312	0.593606554770376	NA	"abundance"	65	52
"PWY-5871: ubiquinol-9 biosynthesis (late decarboxylation)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.718924892055153	-0.0597419706712674	0.569630088017625	0.256511786078715	0.579485696445406	0.447225275760137	0.620948480577948	NA	"abundance"	65	32
"PWY-5873: ubiquinol-7 biosynthesis (late decarboxylation)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.718924892055153	-0.0597419706712674	0.569630088017625	0.256371814471156	0.579485696445406	0.447017121687078	0.620948480577948	NA	"abundance"	65	32
"PWY-5896: superpathway of menaquinol-10 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.453820012280246	-0.0597419706712674	0.33745366978875	0.24902801389319	0.579485696445406	0.373348732549312	0.593606554770376	NA	"abundance"	65	52
"PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.27472095878382	-0.0597419706712674	0.286576595143884	0.250006639223383	0.579485696445406	0.235040105537608	0.520349996941037	NA	"abundance"	65	53
"PWY-7791: UMP biosynthesis III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0810795256550152	-0.0597419706712674	0.118543572876145	0.248886673881902	0.579485696445406	0.435828771327807	0.619560508260118	NA	"abundance"	65	60
"PWY-7942: 5-oxo-L-proline metabolism"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.788488988016987	-0.0597419706712674	0.635070811041677	0.257771223591233	0.579485696445406	0.442256852874492	0.620948480577948	NA	"abundance"	65	42
"PWY-822: fructan biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.588762569399384	-0.0597419706712674	0.558305716545403	0.254880569985191	0.579485696445406	0.247393174417834	0.520349996941037	NA	"abundance"	65	31
"PWY3O-19: ubiquinol-6 biosynthesis (late decarboxylation)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.718924892055153	-0.0597419706712674	0.569630088017625	0.256426289666672	0.579485696445406	0.447098137301127	0.620948480577948	NA	"abundance"	65	32
"RUMP-PWY: formaldehyde oxidation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.577694832490204	-0.0597419706712674	0.550248268477004	0.257184329886127	0.579485696445406	0.448224880233278	0.620948480577948	NA	"abundance"	65	29
"AST-PWY: L-arginine degradation II (AST pathway)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.678324226579562	0	0.594772751467994	0.254087921244455	0.579485696445406	0.443615170766582	0.620948480577948	NA	"prevalence"	65	49
"PWY-5415: catechol degradation I (meta-cleavage pathway)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.590860996510394	0	0.516646322953388	0.25277007829739	0.579485696445406	0.172185102367852	0.520349996941037	NA	"prevalence"	65	37
"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.678324226767846	0	0.594772797525286	0.254087957885994	0.579485696445406	0.443615225429313	0.620948480577948	NA	"prevalence"	65	49
"PWY-6293: superpathway of L-cysteine biosynthesis (fungi)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.678324226529544	0	0.594772219975257	0.254087496921549	0.579485696445406	0.44361453775124	0.620948480577948	NA	"prevalence"	65	49
"PWY-7942: 5-oxo-L-proline metabolism"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.606135806920226	0	0.530458306534124	0.253177968237741	0.579485696445406	0.442256852874492	0.620948480577948	NA	"prevalence"	65	42
"PWY1G-0: mycothiol biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.590929475655201	0	0.516646271495732	0.252715044159164	0.579485696445406	0.34316802819564	0.568862695410309	NA	"prevalence"	65	37
"PWY-5845: superpathway of menaquinol-9 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.423295451765706	-0.0597419706712674	0.321861865314967	0.264883033333379	0.580474153652494	0.235039712158767	0.520349996941037	NA	"abundance"	65	53
"PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.473629707405936	-0.0597419706712674	0.362859577607921	0.259980017314643	0.580474153652494	0.235039712158767	0.520349996941037	NA	"abundance"	65	53
"PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.480312015404746	-0.0597419706712674	0.473341214353233	0.262493299144778	0.580474153652494	0.456083866193647	0.627560662943716	NA	"abundance"	65	33
